order_id,quantity,item_name,choice_description,item_price
186,1,Steak Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Guacamole]]",11.48
186,1,Barbacoa Crispy Tacos,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Cheese, Sour Cream, Guacamole]]",11.48
186,1,Izze,[Grapefruit],3.39
187,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]]",8.99
187,1,Side of Chips,,1.69
189,1,Veggie Burrito,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Pinto Beans, Fajita Veggies, Guacamole, Lettuce]]",10.98
189,1,Nantucket Nectar,[Pomegranate Cherry],3.39
190,1,Steak Crispy Tacos,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Cheese, Sour Cream]]",8.99
190,1,Canned Soda,[Dr. Pepper],1.09
192,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.25
192,1,Chips and Guacamole,,4.45
192,1,Chips and Tomatillo Red Chili Salsa,,2.95
192,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese]]",9.25
193,3,Bowl,"[Braised Carnitas, Pinto Beans, [Sour Cream, Cheese, Cilantro-Lime Rice]]",22.2
195,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75
195,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",8.75
195,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
195,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",8.75
195,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
195,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]",9.25
195,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
195,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
196,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75
196,1,Chicken Burrito,"[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]",11.25
196,1,Chips and Fresh Tomato Salsa,,2.95
196,1,Canned Soft Drink,[Coke],1.25
198,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
198,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
199,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese]]",8.75
199,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",8.75
199,1,Chips and Guacamole,,4.45
201,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream, Cheese]]",8.49
201,1,Chips and Guacamole,,3.99
202,1,Barbacoa Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Guacamole]]",11.48
202,1,Side of Chips,,1.69
202,1,Canned Soda,[Diet Dr. Pepper],1.09
204,1,Chicken Burrito,"[Fresh Tomato (Mild), [Guacamole, Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese]]",10.58
204,1,Side of Chips,,1.69
205,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
205,1,Veggie Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
205,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",8.75
205,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
205,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
205,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
205,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",8.75
205,1,Barbacoa Crispy Tacos,"[Fresh Tomato Salsa, Guacamole]",11.75
205,1,Chicken Burrito,"[Fresh Tomato Salsa, Cheese]",8.75
205,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75
205,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
205,1,Chips,,2.15
207,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese]]",9.25
207,1,Chips and Guacamole,,4.45
207,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Rice, Lettuce, Guacamole, Fajita Vegetables, Cheese, Sour Cream, Black Beans]]",11.25
208,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese]]",8.49
208,1,Chips and Guacamole,,3.99
210,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25
210,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]",9.25
211,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Lettuce, Guacamole]]",11.75
211,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]",11.25
213,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), Rice]",8.99
213,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), Rice]",8.49
214,1,Burrito,"[Adobo-Marinated and Grilled Chicken, Pinto Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole]]",7.4
214,1,Burrito,"[Braised Barbacoa, Vegetarian Black Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice]]",7.4
216,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75
216,1,Chips and Guacamole,,4.45
217,1,Burrito,"[Braised Barbacoa, Pinto Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole]]",7.4
217,1,Crispy Tacos,[Adobo-Marinated and Grilled Steak],7.4
217,1,Crispy Tacos,[Adobo-Marinated and Grilled Chicken],7.4
219,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99
219,1,Side of Chips,,1.69
220,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Black Beans, Sour Cream, Cheese, Lettuce]]",8.75
220,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",8.75
222,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25
222,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25
222,1,Chips and Fresh Tomato Salsa,,2.95
223,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75
223,2,Steak Burrito,"[Fresh Tomato Salsa, [Sour Cream, Lettuce, Cheese, Rice]]",18.5
225,1,Chips and Tomatillo Green Chili Salsa,,2.95
225,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Pinto Beans, Black Beans]]",9.25
225,1,Steak Burrito,"[Tomatillo Green Chili Salsa, Cheese]",9.25
225,2,Bottled Water,,3
225,1,Canned Soft Drink,[Diet Coke],1.25
226,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75
226,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce]]",9.25
226,1,Chips and Guacamole,,4.45
228,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce]]",10.98
229,2,Steak Burrito,"[Fresh Tomato (Mild), [Lettuce, Guacamole, Rice, Cheese]]",22.16
231,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25
231,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75
231,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]",9.25
231,1,Chips,,2.15
231,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
231,1,Chips and Guacamole,,4.45
232,1,Barbacoa Burrito,[Roasted Chili Corn Salsa],9.25
232,1,Chips and Roasted Chili Corn Salsa,,2.95
234,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, Fajita Vegetables]",8.75
234,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",8.75
234,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese]]",9.25
234,1,Chips and Guacamole,,4.45
235,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Sour Cream, Lettuce, Guacamole]]",11.75
235,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75
235,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75
237,2,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",16.98
237,1,Chips and Tomatillo-Green Chili Salsa,,2.39
237,1,Izze,[Clementine],3.39
237,1,Izze,[Grapefruit],3.39
238,1,Steak Crispy Tacos,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Cheese, Lettuce]]",9.25
238,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
240,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, Fajita Vegetables]",8.75
240,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",9.25
240,1,Chips and Guacamole,,4.45
241,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce]]",10.98
243,2,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",22.5
244,1,Barbacoa Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",9.25
244,1,Chips and Tomatillo Red Chili Salsa,,2.95
244,1,Bottled Water,,1.5
246,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.49
246,1,Side of Chips,,1.69
247,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49
247,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49
247,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.49
247,2,Nantucket Nectar,[Pineapple Orange Banana],6.78
249,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",8.75
249,1,Chips and Guacamole,,4.45
250,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Guacamole, Lettuce]]",11.89
250,1,Steak Salad Bowl,"[Fresh Tomato Salsa, Lettuce]",9.39
252,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25
252,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream]]",8.75
253,2,Steak Salad Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]",23.78
255,1,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49
255,1,Chips and Guacamole,,3.99
256,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98
256,1,Canned Soda,[Dr. Pepper],1.09
258,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",8.75
258,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Sour Cream, Cheese, Guacamole]]",11.75
258,1,Chips and Tomatillo Green Chili Salsa,,2.95
258,1,Chips and Guacamole,,4.45
259,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",9.25
259,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75
261,2,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole]]",22.5
262,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Cheese, Guacamole]]",11.25
262,1,Canned Soft Drink,[Coke],1.25
264,2,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",18.5
264,1,6 Pack Soft Drink,[Diet Coke],6.49
265,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75
265,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream]]",8.75
265,1,Chips and Guacamole,,4.45
267,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream]]",8.99
267,1,Canned Soda,[Sprite],1.09
268,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",8.49
268,1,Chips and Roasted Chili-Corn Salsa,,2.39
270,2,Canned Soft Drink,[Coke],2.5
270,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]",9.25
270,1,Bottled Water,,1.5
271,2,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",17.5
271,1,Chips and Tomatillo Green Chili Salsa,,2.95
273,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75
273,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",8.75
274,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49
274,1,Side of Chips,,1.69
276,1,Steak Salad,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",8.99
276,1,Steak Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99
276,1,Chips and Guacamole,,3.99
276,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",8.99
277,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
277,1,Chips and Guacamole,,4.45
277,1,Canned Soft Drink,[Lemonade],1.25
279,1,Bowl,"[Adobo-Marinated and Grilled Steak, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole]]",7.4
279,1,Chips and Mild Fresh Tomato Salsa,,3
279,1,Burrito,"[Adobo-Marinated and Grilled Chicken, [Sour Cream, Cheese, Cilantro-Lime Rice]]",7.4
279,1,Chips and Guacamole,,4
280,1,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49
280,1,Chips and Guacamole,,3.99
282,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Guacamole, Cheese]]",11.25
282,1,Canned Soft Drink,[Coke],1.25
282,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole]]",11.75
282,1,Canned Soft Drink,[Coke],1.25
283,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
283,1,Chips,,2.15
285,1,Carnitas Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99
285,1,Chips and Tomatillo-Red Chili Salsa,,2.39
286,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce]]",8.75
286,1,Chips and Guacamole,,4.45
286,1,Canned Soft Drink,[Diet Coke],1.25
288,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.49
288,2,Canned Soda,[Coca Cola],2.18
288,1,Bottled Water,,1.09
289,1,Chicken Salad Bowl,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Lettuce]]",8.75
289,1,Chips and Tomatillo Green Chili Salsa,,2.95
289,1,Canned Soft Drink,[Lemonade],1.25
291,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",9.25
291,1,Chips and Roasted Chili Corn Salsa,,2.95
291,1,Canned Soft Drink,[Lemonade],1.25
292,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49
292,1,Chips and Guacamole,,3.99
294,1,Chips and Guacamole,,3.99
294,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49
295,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]]",11.25
295,1,Canned Soft Drink,[Diet Coke],1.25
297,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
297,1,Canned Soft Drink,[Coke],1.25
298,1,6 Pack Soft Drink,[Nestea],6.49
298,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
300,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",8.75
300,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Sour Cream, Guacamole, Lettuce]]",11.75
301,1,Steak Burrito,"[Roasted Chili Corn (Medium), [Sour Cream, Cheese]]",8.69
301,1,Steak Crispy Tacos,"[Fresh Tomato (Mild), [Lettuce, Cheese]]",8.69
301,1,Chips and Fresh Tomato Salsa,,2.29
303,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",8.75
303,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",8.75
304,1,Canned Soft Drink,[Sprite],1.25
304,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole, Lettuce]]",11.75
304,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
304,1,Veggie Soft Tacos,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
306,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole]]",11.75
306,1,6 Pack Soft Drink,[Coke],6.49
307,1,Chips and Guacamole,,3.99
307,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Rice, Pinto Beans, Sour Cream]]",8.49
309,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",11.25
309,1,Steak Salad Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]",11.89
310,1,Barbacoa Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99
310,1,Side of Chips,,1.69
312,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25
312,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25
312,1,Chips,,2.15
313,1,Burrito,"[White Rice, Adobo-Marinated and Grilled Steak, [Salsa, Cheese]]",7.4
313,1,Burrito,"[White Rice, Adobo-Marinated and Grilled Steak, Pinto Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice]]",7.4
315,1,Barbacoa Crispy Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]",9.25
315,1,Chips and Guacamole,,4.45
316,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
316,1,Canned Soft Drink,[Sprite],1.25
318,1,Chips and Guacamole,,3.99
318,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Rice, Pinto Beans, Sour Cream]]",8.49
319,1,Chicken Bowl,"[Tomatillo-Green Chili Salsa (Medium), Black Beans]",8.49
319,1,Chicken Bowl,"[Tomatillo-Green Chili Salsa (Medium), Black Beans]",8.49
319,1,Steak Crispy Tacos,"[Tomatillo-Green Chili Salsa (Medium), Pinto Beans]",8.99
321,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49
321,1,Canned Soda,[Diet Coke],1.09
321,1,Bottled Water,,1.09
322,1,Veggie Soft Tacos,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
322,1,Chips and Tomatillo Green Chili Salsa,,2.95
322,1,Canned Soft Drink,[Nestea],1.25
324,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",11.25
324,1,Canned Soft Drink,[Diet Coke],1.25
325,1,Chips and Guacamole,,4.45
325,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75
325,2,Canned Soft Drink,[Coke],2.5
327,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",11.25
327,1,Veggie Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]",11.25
328,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Sour Cream, Guacamole, Lettuce]]",10.98
328,1,Chips and Guacamole,,3.99
330,1,Side of Chips,,1.69
330,1,Barbacoa Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99
331,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",9.25
331,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",8.75
333,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",9.25
333,1,Chips and Tomatillo Green Chili Salsa,,2.95
334,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75
334,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25
336,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75
336,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75
337,2,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole]]",22.5
339,1,Carnitas Bowl,"[Fresh Tomato (Mild), [Guacamole, Sour Cream, Cheese]]",11.08
340,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
340,1,Chips and Guacamole,,4.45
342,1,Chips and Guacamole,,3.99
342,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Pinto Beans, Sour Cream, Rice]]",8.49
343,2,Chips,,4.3
343,1,Barbacoa Crispy Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Cheese]]",9.25
343,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75
343,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]",11.25
343,1,Veggie Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25
343,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25
345,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
345,1,Chips and Tomatillo Red Chili Salsa,,2.95
345,1,Chips and Guacamole,,4.45
346,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",9.25
346,1,Chips and Roasted Chili Corn Salsa,,2.95
346,1,Steak Bowl,[Tomatillo Green Chili Salsa],9.25
346,1,Veggie Bowl,"[Roasted Chili Corn Salsa, Fajita Vegetables]",8.75
348,2,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Sour Cream, Cheese, Pinto Beans]]",16.98
349,1,Veggie Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese]]",8.49
349,1,Chips and Fresh Tomato Salsa,,2.39
351,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Lettuce]]",9.25
351,1,Chips and Guacamole,,4.45
352,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]",9.25
